datasets,spl,single_ans,conversations,answer,trg
mtp2,sample,support,No studies have shown that.,['support'],"Violent video games, in and of themselves, do not cause people to act out violently."
mtp2,sample,support,It causes a type of stimulation that can trigger a violent reaction.,['support'],Violent games cause people to react in an uncertain manner.
mtp2,sample,attack,"Although this behavior may seem to hinder the child's independence and self reliance,",['attack'],Helicopter parents are driven by their need to protect and help their children. Helicopter parents are good for their children.
mtp2,sample,attack,but one should indeed take responsibility if it is of their own accord.,['attack'],"No child deserves to become pregnant against their will, Teenagers that get pregnant should keep their children."
mtp2,sample,attack,"Some would argue that hunting puts a species at risk for extinction,",['attack'],We should continue hunting
mtp2,sample,attack,but only that private investment will really speed up the spread of wind energy.,['attack'],"Government can pass regulations to make wind energy more inviting to investors and businesses, Government regulations will not necessarily speed up the spread of wind energy."
mtp2,sample,attack,"The problem that exists is potentially in violent video games,",['attack'],"Video games do impact family life, but that impact does not always have to be negative."
mtp2,sample,attack,"That being said, they still are not the best way of handling our trash.",['attack'],"However, apparently the thought that we are running out of landfill space is not true. None"
mtp2,sample,attack,"While they can seek help from family for this,",['attack'],Teenagers that get pregnant should not keep their children.
mtp2,sample,attack,However major issues with nuclear power plants is extremely rare.,['attack'],"Is nuclear energy really safe? We all remember three mile island and Fukushima tragedies. All things considered, nuclear energy is a safer and more beneficial alternative."
mtp2,sample,attack,"I might want to move there to be closer to Japan and have a high paying job,",['attack'],I would be too worried about my health to move to Beijing.
mtp2,sample,attack,"While the use of a mobile GPS can be necessary in many cases,",['attack'],Driving while using cell phones is dangerous.
mtp2,sample,attack,"Some might say that video games will get the attention of these students,",['attack'],Schools should not use video games as a teaching tool.
mtp2,sample,attack,not everyone will have the same level of support.,['attack'],"While they can seek help from family for this,"
mtp2,sample,attack,Helicopter parents can cause children to grow up to be overly dependent.,['attack'],"While watchful parents keep their children out of harms way, Helicopter parents are bad for their children."
mtp2,sample,attack,"Or, for someone who is clumsy like myself and is always bumping into things, the watch is destined to break.",['attack'],I think they are a great component to pair with a smart phone. Smart watches won't replace cell phones.
